name,asciiname,population
San Marcos,San Marcos,23347
Rivas,Rivas,30293
RÌ_o Blanco,Rio Blanco,17018
Rama,Rama,20456
Puerto Cabezas,Puerto Cabezas,33635
Ocotal,Ocotal,33928
Nueva Guinea,Nueva Guinea,52929
Nandaime,Nandaime,20810
Nagarote,Nagarote,26270
Matagalpa,Matagalpa,109089
Masaya,Masaya,130113
Masatepe,Masatepe,21452
Managua,Managua,973087
LeÌ_n,Leon,144538
La Paz Centro,La Paz Centro,23481
Juigalpa,Juigalpa,54731
Jinotepe,Jinotepe,29507
Jinotega,Jinotega,72073
Jalapa,Jalapa,24037
Granada,Granada,89409
EstelÌ_,Esteli,96422
El Viejo,El Viejo,53504
El Crucero,El Crucero,16469
Diriamba,Diriamba,35008
Corinto,Corinto,19183
Chinandega,Chinandega,126387
Chichigalpa,Chichigalpa,33137
Camoapa,Camoapa,16653
Boaco,Boaco,29046
Bluefields,Bluefields,44373
Ciudad Sandino,Ciudad Sandino,70013
Zwolle,Zwolle,111805
Zwijndrecht,Zwijndrecht,45696
Zutphen,Zutphen,36188
Zoetermeer,Zoetermeer,115845
Zevenaar,Zevenaar,26063
Zeist,Zeist,60949
Zeewolde,Zeewolde,19022
Zandvoort,Zandvoort,16868
Zaltbommel,Zaltbommel,26383
Zaanstad,Zaanstad,140085
Zaandam,Zaandam,71708
Woerden,Woerden,48431
Wisch,Wisch,19496
Winterswijk,Winterswijk,29623
Winschoten,Winschoten,18506
Wijk bij Duurstede,Wijk bij Duurstede,17465
Wijchen,Wijchen,32693
Wierden,Wierden,23244
Werkendam,Werkendam,26362
Weesp,Weesp,17802
Weert,Weert,48662
Wassenaar,Wassenaar,25353
Wageningen,Wageningen,35433
Waddinxveen,Waddinxveen,25338
Waalwijk,Waalwijk,45610
Vught,Vught,25043
Voorschoten,Voorschoten,22468
Voorburg,Voorburg,38000
Volendam,Volendam,22000
Vlissingen,Vlissingen,45273
Vlaardingen,Vlaardingen,73798
Vianen,Vianen,19931
Venray,Venray,39047
Venlo,Venlo,92403
Velsen-Zuid,Velsen-Zuid,67758
Velp,Velp,17669
Veghel,Veghel,25352
Veenendaal,Veenendaal,61271
Veendam,Veendam,28155
Valkenswaard,Valkenswaard,31071
Utrecht,Utrecht,290529
Urk,Urk,17345
Uithoorn,Uithoorn,26846
Uden,Uden,34601
Tubbergen,Tubbergen,20334
Tongelre,Tongelre,19680
Tilburg,Tilburg,199613
Tiel,Tiel,40702
Terneuzen,Terneuzen,27930
Tegelen,Tegelen,20190
Steenwijk,Steenwijk,17138
Steenbergen,Steenbergen,23582
Staphorst,Staphorst,15765
Stadskanaal,Stadskanaal,20000
Spijkenisse,Spijkenisse,74988
Soest,Soest,45021
Sneek,Sneek,32811
Sliedrecht,Sliedrecht,23854
Sittard,Sittard,48400
Sint-Oedenrode,Sint-Oedenrode,16931
's-Hertogenbosch,'s-Hertogenbosch,134520
's-Gravenzande,'s-Gravenzande,19190
The Hague,The Hague,474292
Schijndel,Schijndel,23239
Schiedam,Schiedam,75438
Schiebroek,Schiebroek,16305
Scheveningen,Scheveningen,23000
Sassenheim,Sassenheim,15510
Rotterdam,Rotterdam,598199
Roosendaal,Roosendaal,77725
Roermond,Roermond,44975
Rijswijk,Rijswijk,47299
Rijen,Rijen,16230
Ridderkerk,Ridderkerk,45189
Rhoon,Rhoon,18250
Rhenen,Rhenen,18061
Raalte,Raalte,20015
Putten,Putten,23168
Purmerend,Purmerend,76745
Pijnacker,Pijnacker,18695
Papendrecht,Papendrecht,31621
Oud-Beijerland,Oud-Beijerland,23569
Oss,Oss,76430
Oosterhout,Oosterhout,53107
Ommoord,Ommoord,25150
Oldenzaal,Oldenzaal,31410
Oisterwijk,Oisterwijk,25980
Oegstgeest,Oegstgeest,21149
Nunspeet,Nunspeet,19496
Nuenen,Nuenen,23223
Noordwijk-Binnen,Noordwijk-Binnen,24363
Nijmegen,Nijmegen,158732
Nijkerk,Nijkerk,38335
Nieuwegein,Nieuwegein,61489
Naarden,Naarden,17115
Naaldwijk,Naaldwijk,17753
Mijdrecht,Mijdrecht,15230
Middelharnis,Middelharnis,17554
Middelburg,Middelburg,46485
Merenwijk,Merenwijk,16500
Meppel,Meppel,30697
Medemblik,Medemblik,41500
Maastricht,Maastricht,122378
Maassluis,Maassluis,32780
Maarssen,Maarssen,39675
Losser,Losser,22431
Loon op Zand,Loon op Zand,23000
Lisse,Lisse,22321
Lindenholt,Lindenholt,16121
Lichtenvoorde,Lichtenvoorde,19590
Leusden,Leusden,29215
Lelystad,Lelystad,70741
Leiderdorp,Leiderdorp,25966
Leiden,Leiden,119713
Leeuwarden,Leeuwarden,91424
Leerdam,Leerdam,20758
Leek,Leek,19651
Krimpen aan den IJssel,Krimpen aan den IJssel,29017
Korrewegwijk,Korrewegwijk,16710
Kerkrade,Kerkrade,49777
Katwijk aan Zee,Katwijk aan Zee,20010
Kampen,Kampen,48980
IJsselstein,IJsselstein,33886
Huizen,Huizen,45292
Hoorn,Hoorn,68852
Hoogezand,Hoogezand,21480
Hoogeveen,Hoogeveen,38754
Hoofddorp,Hoofddorp,132734
Hoge Vucht,Hoge Vucht,16000
Hoensbroek,Hoensbroek,25000
Hilversum,Hilversum,83640
Hillegom,Hillegom,18419
Hengelo,Hengelo,80809
Hendrik-Ido-Ambacht,Hendrik-Ido-Ambacht,21027
Helmond,Helmond,74740
Hellevoetsluis,Hellevoetsluis,21927
Heiloo,Heiloo,20510
Heerlen,Heerlen,93084
Heerhugowaard,Heerhugowaard,47580
Heerenveen,Heerenveen,43094
Heemstede,Heemstede,25562
Heemskerk,Heemskerk,36170
Harlingen,Harlingen,16119
Harenkarspel,Harenkarspel,15941
Harderwijk,Harderwijk,40516
Hardenberg,Hardenberg,57909
Haarlem,Haarlem,147590
Haaksbergen,Haaksbergen,24137
Groot IJsselmonde,Groot IJsselmonde,28120
Groningen,Groningen,181194
Groesbeek,Groesbeek,18741
Gouda,Gouda,71952
Gorinchem,Gorinchem,34736
Goirle,Goirle,22646
Goes,Goes,36931
Gennep,Gennep,16642
Geleen,Geleen,32790
Geldrop,Geldrop,27900
Geldermalsen,Geldermalsen,25734
Geertruidenberg,Geertruidenberg,20941
Epe,Epe,33385
Enschede,Enschede,153655
Enkhuizen,Enkhuizen,17365
Emmen,Emmen,57010
Emmeloord,Emmeloord,46409
Elst,Elst,20488
Elburg,Elburg,21844
Eindhoven,Eindhoven,209620
Eibergen,Eibergen,16493
Eersel,Eersel,18185
Ede,Ede,67670
Duiven,Duiven,25469
Dronten,Dronten,28073
Driebergen-Rijsenburg,Driebergen-Rijsenburg,18553
Drachten,Drachten,44537
Dordrecht,Dordrecht,119260
Dongen,Dongen,25464
Doetinchem,Doetinchem,49906
Diemen,Diemen,24361
Deventer,Deventer,97331
Den Helder,Den Helder,59569
Delfzijl,Delfzijl,28649
Delft,Delft,95060
Dalfsen,Dalfsen,26575
Culemborg,Culemborg,26826
Cranendonck,Cranendonck,19966
Castricum,Castricum,35256
Capelle aan den IJssel,Capelle aan den IJssel,65255
Bussum,Bussum,31334
Brunssum,Brunssum,29254
Brummen,Brummen,21344
Breda,Breda,167673
Boxtel,Boxtel,29511
Boskoop,Boskoop,15222
Borssele,Borssele,22285
Borne,Borne,20550
Bodegraven,Bodegraven,19395
Beverwijk,Beverwijk,37585
Beuningen,Beuningen,25557
Best,Best,29074
Bergschenhoek,Bergschenhoek,16579
Bergeijk,Bergeyk,18181
Bergen op Zoom,Bergen op Zoom,66256
Benthuizen,Benthuizen,18959
Barneveld,Barneveld,28640
Barendrecht,Barendrecht,38672
Baarn,Baarn,24584
Assen,Assen,62237
Arnhem,Arnhem,141674
Apeldoorn,Apeldoorn,136670
Amsterdam,Amsterdam,741636
Amstelveen,Amstelveen,79639
Amersfoort,Amersfoort,139914
Alphen aan den Rijn,Alphen aan den Rijn,70251
Almere Stad,Almere Stad,176432
Almelo,Almelo,72725
Alkmaar,Alkmaar,94853
Alblasserdam,Alblasserdam,18348
Aalten,Aalten,19141
Aalsmeer,Aalsmeer,22991
Amsterdam-Zuidoost,Amsterdam-Zuidoost,84811
Berkel en Rodenrijs,Berkel en Rodenrijs,20189
Ypenburg,Ypenburg,30000
Trondheim,Trondheim,147139
TromsÌü,Tromso,52436
TÌünsberg,Tonsberg,38914
Steinkjer,Steinkjer,20000
Stavanger,Stavanger,121610
Skien,Skien,50595
Sarpsborg,Sarpsborg,52159
Sandnes,Sandnes,63032
Sandefjord,Sandefjord,42654
Porsgrunn,Porsgrunn,34377
Oslo,Oslo,580000
Moss,Moss,34492
Molde,Molde,18594
Mo i Rana,Mo i Rana,17853
Lillehammer,Lillehammer,19096
Larvik,Larvik,23113
Kristiansund,Kristiansund,16785
Kristiansand,Kristiansand,63814
Kongsberg,Kongsberg,17667
Horten,Horten,17660
Haugesund,Haugesund,40321
Harstad,Harstad,19433
Hamar,Hamar,29479
Halden,Halden,21970
GjÌüvik,Gjovik,17596
Fredrikstad,Fredrikstad,72760
Drammen,Drammen,90722
BodÌü,Bodo,34073
Bergen,Bergen,213585
Arendal,Arendal,30916
ÌÉlesund,Alesund,44096
AskÌüy,Askoy,17224
Ytrebygda,Ytrebygda,24044
W€ling,Waling,21867
Tuls€Çpur,Tulsipur,39058
T€Çk€pur,Tikapur,44758
T€nsen,Tansen,23693
Siraha,Siraha,24657
R€jbir€j,Rajbiraj,33061
Pokhara,Pokhara,200000
P€tan,Patan,183310
Panautiíàíã,Panauti,27602
Mala‡_Égaw€,Malangawa,20284
Mahendranagar,Mahendranagar,88381
Lah€n,Lahan,31495
Kirtipur,Kirtipur,44632
Kh€ndb€ri,Khandbari,22903
Kathmandu,Kathmandu,1442271
Janakpur,Janakpur,93767
Jaleswar,Jaleswar,23573
Titahari,Titahari,47984
Il€m,Ilam,17491
Hetauda,Hetauda,84775
Gulariy€,Gulariya,53107
Gaur,Gaur,27325
Dhar€n B€z€r,Dharan Bazar,108600
Dhankut€,Dhankuta,22084
Dhangarhi,Dhangarhi,92294
D€rchul€,Darchula,18317
Dailekh,Dailekh,20908
Dadeldhur€,Dadeldhura,19014
Butw€l,Butwal,91733
B€Çrganj,Birganj,133238
Biratnagar,Biratnagar,182324
Bharatpur,Bharatpur,107157
Siddharthanagar,Siddharthanagar,63367
Bhadrapur,Bhadrapur,19523
Banep€,Banepa,17153
B€glung,Baglung,23296
Birendranagar,Birendranagar,31381
Dipayal,Dipayal,23416
Nepalgunj,Nepalgunj,64400
Yaren,Yaren,1100
Alofi,Alofi,624
Wellington,Wellington,381900
Wanganui,Wanganui,40268
Timaru,Timaru,28007
Taupo,Taupo,22469
Pukekohe East,Pukekohe East,21438
Porirua,Porirua,50914
Paraparaumu,Paraparaumu,25263
Palmerston North,Palmerston North,75996
North Shore,North Shore,207865
New Plymouth,New Plymouth,49168
Nelson,Nelson,59200
Napier,Napier,56787
Manukau City,Manukau City,362000
Mangere,Mangere,55266
Lower Hutt,Lower Hutt,101194
Invercargill,Invercargill,47287
Hastings,Hastings,61696
Hamilton,Hamilton,152641
Dunedin,Dunedin,114347
Christchurch,Christchurch,363926
Auckland,Auckland,417910
Levin,Levin,19789
Gisborne,Gisborne,34274
Masterton,Masterton,20698
Tauranga,Tauranga,110338
Papakura,Papakura,28010
Whakatane,Whakatane,18602
Ashburton,Ashburton,30100
Whangarei,Whangarei,50900
Cambridge,Cambridge,15192
Rotorua,Rotorua,65901
Blenheim,Blenheim,26550
Upper Hutt,Upper Hutt,38400
Taradale,Taradale,16599
Waitakere,Waitakere,208100
Sur,Sur,71152
Sohar,Sohar,108274
Suf€lat Sam€‰Ûªil,Sufalat Sama'il,47718
Shin€Ù,Shinas,48009
_al€lah,Salalah,163140
_a‡ü©am,Saham,89327
NizwÌÁ,Nizwa,72076
Muscat,Muscat,797000
Khasab,Khasab,17904
Izk€Ç,Izki,36203
‰Û÷Ibr€Ç,`Ibri,101640
Ibr€‰Ûª,Ibra',25265
Bidbid,Bidbid,21188
Bawshar,Bawshar,159487
Bark€‰Ûª,Barka',81647
Bahl€‰Ûª,Bahla',54338
Bad€Çyah,Badiyah,18479
As Suwayq,As Suwayq,107143
Seeb,Seeb,237816
Rustaq,Rustaq,79383
Al Liw€‰Ûª,Al Liwa',26372
Al Kh€bÇrah,Al Khaburah,50223
Al Buraym€Ç,Al Buraymi,73670
€Ûdam,Adam,17283
Yanqul,Yanqul,16599
Veracruz,Veracruz,17144
Tocumen,Tocumen,50844
Santiago de Veraguas,Santiago de Veraguas,45355
San Miguelito,San Miguelito,321501
Sabanitas,Sabanitas,15577
RÌ_o Abajo,Rio Abajo,26607
PenonomÌ©,Penonome,16250
Pedregal,Pedregal,51641
Pedregal,Pedregal,17427
Parque Lefevre,Parque Lefevre,36997
PanamÌÁ,Panama,408168
Las Cumbres,Las Cumbres,69102
La ConcepciÌ_n,La Concepcion,17698
La Chorrera,La Chorrera,61232
La Cabima,La Cabima,17975
Juan DÌ_az,Juan Diaz,100636
El Chorrillo,El Chorrillo,18302
David,David,81957
CurundÌ¼,Curundu,16361
ColÌ_n,Colon,76643
Chilibre,Chilibre,33536
Changuinola,Changuinola,17997
CativÌÁ,Cativa,29607
ArraijÌÁn,Arraijan,76815
AncÌ_n,Ancon,20706
Alcalde DÌ_az,Alcalde Diaz,20285
Nuevo BelÌ©n,Nuevo Belen,24056
Yurimaguas,Yurimaguas,41827
VirÌ¼,Viru,20774
Uchiza,Uchiza,17742
Tumbes,Tumbes,109223
Trujillo,Trujillo,747450
Tocache,Tocache,29029
Tingo MarÌ_a,Tingo Maria,53177
Tambo Grande,Tambo Grande,30033
Talara,Talara,99074
Sullana,Sullana,160789
Sechura,Sechura,23020
Santiago de Cao,Santiago de Cao,21982
San Pedro de Lloc,San Pedro de Lloc,16250
SaÌ±a,Sana,39200
Rioja,Rioja,25057
Querecotillo,Querecotillo,25396
Pucallpa,Pucallpa,310750
Piura,Piura,325466
Pimentel,Pimentel,15552
Picsi,Picsi,43610
Paita,Paita,56151
PaijÌÁn,Paijan,21128
Pacasmayo,Pacasmayo,29165
Moyobamba,Moyobamba,44276
MonsefÌ¼,Monsefu,25707
Moche,Moche,22581
Marcavelica,Marcavelica,25645
La UniÌ_n,La Union,34834
Laredo,Laredo,24691
La Peca,La Peca,27045
Lambayeque,Lambayeque,43710
JuanjuÌ_,Juanjui,37715
JaÌ©n,Jaen,52493
Iquitos,Iquitos,437620
Huaraz,Huaraz,86934
HuÌÁnuco,Huanuco,147959
Huamachuco,Huamachuco,21768
Guadalupe,Guadalupe,25376
FerreÌ±afe,Ferrenafe,34357
Coishco,Coishco,15083
Chulucanas,Chulucanas,68835
Chongoyape,Chongoyape,16061
Chocope,Chocope,32370
Chimbote,Chimbote,316966
Chiclayo,Chiclayo,577375
ChepÌ©n,Chepen,41992
Chachapoyas,Chachapoyas,20279
Catacaos,Catacaos,57304
Cajamarca,Cajamarca,135000
Bellavista,Bellavista,15231
Bagua Grande,Bagua Grande,20382
La Breita,La Breita,17693
Zarumilla,Zarumilla,16907
Yunguyo,Yunguyo,16140
Yanacancha,Yanacancha,23175
Tarma,Tarma,51350
Tambopata,Tambopata,38966
Tacna,Tacna,280098
Santiago de Surco,Santiago de Surco,251648
Sicuani,Sicuani,33575
Satipo,Satipo,15532
San Vicente de CaÌ±ete,San Vicente de Canete,25517
Santa Ana,Santa Ana,25145
San Isidro,San Isidro,68309
San Clemente,San Clemente,15815
Puno,Puno,116552
Puerto Maldonado,Puerto Maldonado,37543
Pisco,Pisco,61869
Paramonga,Paramonga,27631
Nuevo Imperial,Nuevo Imperial,32344
Nazca,Nazca,23556
Moquegua,Moquegua,54517
Mollendo,Mollendo,28953
Minas de Marcona,Minas de Marcona,15478
Mala,Mala,17260
Lima,Lima,7737002
La Oroya,La Oroya,33345
JunÌ_n,Junin,15320
Juliaca,Juliaca,245675
Jauja,Jauja,21057
Imperial,Imperial,32344
Ilo,Ilo,53476
Ilave,Ilave,16033
Ica,Ica,246844
Huaura,Huaura,20723
Huarmey,Huarmey,16172
Huaral,Huaral,62174
Huanta,Huanta,18627
Huancayo,Huancayo,376657
Huancavelica,Huancavelica,41576
Hualmay,Hualmay,26658
Huacho,Huacho,54545
Cusco,Cusco,312140
Chosica,Chosica,88606
Chincha Alta,Chincha Alta,153076
Chaupimarca,Chaupimarca,28666
Chancay,Chancay,26958
Cerro de Pasco,Cerro de Pasco,78910
CamanÌÁ,Camana,16434
Callao,Callao,813264
Barranca,Barranca,46290
Ayaviri,Ayaviri,19310
Ayacucho,Ayacucho,140033
Arequipa,Arequipa,841130
Andahuaylas,Andahuaylas,17444
Abancay,Abancay,55111
La Rinconada,La Rinconada,29678
Punaauia,Punaauia,25750
Papeete,Papeete,26357
Faaa,Faaa,29851
Wewak,Wewak,18230
Port Moresby,Port Moresby,283733
Popondetta,Popondetta,28198
Mount Hagen,Mount Hagen,33623
Mendi,Mendi,26252
Madang,Madang,27419
Lae,Lae,76255
Kokopo,Kokopo,26273
Kimbe,Kimbe,18847
Goroka,Goroka,18503
Daru,Daru,15214
Bulolo,Bulolo,16042
Arawa,Arawa,40266
Zamboanga,Zamboanga,457623
Wao,Wao,17845
Virac,Virac,15079
Vigan,Vigan,48545
Victorias,Victorias,86510
Victoria,Victoria,24456
Veruela,Veruela,18114
NIA Valencia,NIA Valencia,83591
Urdaneta,Urdaneta,101037
Ualog,Ualog,60548
Tupi,Tupi,16518
Tuguegarao,Tuguegarao,115105
Trento,Trento,15916
Toledo,Toledo,156916
Tiwi,Tiwi,16826
Ternate,Ternate,20049
Teresa,Teresa,34716
Telabastagan,Telabastagan,25935
Taytay,Taytay,231460
Tayabas,Tayabas,37330
Tarlac City,Tarlac City,183930
Tanza,Tanza,105510
Tanjay,Tanjay,39151
Tangub,Tangub,29721
Tandag,Tandag,29011
Tanay,Tanay,59950
Tanauan,Tanauan,68456
Tanauan,Tanauan,16567
Taloc,Taloc,20409
Talisay,Talisay,24969
Talisay,Talisay,65265
Talisay,Talisay,133148
Talavera,Talavera,64610
Talacogon,Talacogon,15581
Magugpo,Magugpo,233254
Taguig,Taguig,644473
Tagudin,Tagudin,35791
Tagoloan,Tagoloan,30390
Tagbilaran City,Tagbilaran City,86411
Tagas,Tagas,15292
Tacurong,Tacurong,54648
Tabuk,Tabuk,27048
Tabaco,Tabaco,57860
Taal,Taal,39745
Surigao,Surigao,87832
Surallah,Surallah,31089
Subic,Subic,67664
Suay,Suay,19672
Sorsogon,Sorsogon,82730
Solano,Solano,36222
Solana,Solana,71475
Sitangkai,Sitangkai,17200
Sipalay,Sipalay,24029
Silang,Silang,119475
Sibulan,Sibulan,28079
Sexmoan,Sexmoan,21124
Sebu,Sebu,21767
Sariaya,Sariaya,44977
San Vicente,San Vicente,16116
Santo Tomas,Santo Tomas,57438
Santol,Santol,298976
Santiago,Santiago,108414
Santa Rosa,Santa Rosa,216650
Santa Maria,Santa Maria,28002
Santa Maria,Santa Maria,16758
Santa Cruz,Santa Cruz,26429
Santa Cruz,Santa Cruz,15408
Santa Cruz,Santa Cruz,108145
Santa Catalina,Santa Catalina,26457
Santa Barbara,Santa Barbara,15445
Santa Ana,Santa Ana,47158
San Simon,San Simon,29049
San Pedro,San Pedro,270216
San Pascual,San Pascual,39395
San Pablo,San Pablo,207577
San Nicolas,San Nicolas,34237
San Narciso,San Narciso,15636
San Miguel,San Miguel,18582
San Miguel,San Miguel,65661
San Mateo,San Mateo,16233
San Mateo,San Mateo,134327
San Mariano,San Mariano,18668
San Marcelino,San Marcelino,18721
San Luis,San Luis,33467
San Leonardo,San Leonardo,34743
San Juan,San Juan,121430
San Jose del Monte,San Jose del Monte,357828
San Jose,San Jose,35768
San Jose,San Jose,118807
San Ildefonso,San Ildefonso,65669
San Francisco,San Francisco,19570
Aurora,Aurora,16178
San Francisco,San Francisco,18542
San Fernando,San Fernando,83003
San Fernando,San Fernando,251248
San Fernando,San Fernando,23706
San Antonio,San Antonio,26247
San Antonio,San Antonio,34217
Sampaloc,Sampaloc,20157
Samal,Samal,29729
Samal,Samal,43526
Sagay,Sagay,72153
Sablayan,Sablayan,38383
Roxas,Roxas,16618
Roxas City,Roxas City,102688
Roxas,Roxas,15242
Romblon,Romblon,15316
Rizal,Rizal,26201
Recodo,Recodo,42788
Ramos,Ramos,15066
Ramon,Ramon,36307
Quiapo,Quiapo,23138
Quezon City,Quezon City,2761720
Quezon,Quezon,18451
Quezon,Quezon,27212
Pulupandan,Pulupandan,27363
Pulong Santa Cruz,Pulong Santa Cruz,101914
Pulilan,Pulilan,77186
Puerto Princesa,Puerto Princesa,222673
Port Area,Port Area,48684
Porac,Porac,21660
Polomolok,Polomolok,63987
Polangui,Polangui,77122
Plaridel,Plaridel,70781
Pio,Pio,24345
Pinamungahan,Pinamungahan,23068
Pinamalayan,Pinamalayan,43521
Pililla,Pililla,30408
Pilar,Pilar,17831
Pila,Pila,34383
PeÌ±aranda,Penaranda,27465
Patuto,Patuto,52883
Passi,Passi,42794
Pasay,Pasay,416522
Parang,Parang,44930
Paraiso,Paraiso,30494
Papaya,Papaya,38640
Paombong,Paombong,41384
Pantubig,Pantubig,39285
Paniqui,Paniqui,48261
Pangil,Pangil,19726
Pandi,Pandi,34927
Pandacaqui,Pandacaqui,28603
Panalanoy,Panalanoy,189090
Panabo,Panabo,84749
Palo,Palo,17534
Palayan City,Palayan City,23742
Pagbilao,Pagbilao,40818
PagaluÌ±gan,Pagalungan,31052
Pagadian,Pagadian,186852
Paete,Paete,26855
Pacol,Pacol,19839
Ozamiz City,Ozamiz City,93082
Oroquieta,Oroquieta,39279
Ormoc,Ormoc,191200
Orion,Orion,46991
Orani,Orani,44877
Olongapo,Olongapo,221178
Obando,Obando,59929
Noveleta,Noveleta,37299
Norzagaray,Norzagaray,79508
New Corella,New Corella,20574
Nasugbu,Nasugbu,62857
Narra,Narra,28342
Naic,Naic,55195
Nagcarlan,Nagcarlan,24560
Naga,Naga,174931
Naga,Naga,28571
Nabunturan,Nabunturan,16671
Nabua,Nabua,25687
Muricay,Muricay,132094
Murcia,Murcia,17448
MuÌ±oz,Munoz,37141
Morong,Morong,16117
Morong,Morong,49589
Rodriguez,Rodriguez,134432
Monkayo,Monkayo,51393
Molave,Molave,21088
Minglanilla,Minglanilla,62058
Midsayap,Midsayap,32932
Meycauayan,Meycauayan,184839
Mexico,Mexico,43694
Mercedes,Mercedes,16991
Mendez-NuÌ±ez,Mendez-Nunez,22081
Mauban,Mauban,32739
Mati,Mati,105908
Masinloc,Masinloc,28041
Masbate,Masbate,47490
Masantol,Masantol,41278
Mariveles,Mariveles,84567
Marilao,Marilao,83276
Mariano,Mariano,70516
Marawi City,Marawi City,143627
Maramag,Maramag,33844
Maragondon,Maragondon,22973
Mantampay,Mantampay,265032
Mansilingan,Mansilingan,454150
Mansalay,Mansalay,23044
Manolo Fortich,Manolo Fortich,27064
Manila,Manila,1600000
Manibaug Pasig,Manibaug Pasig,24618
Mangaldan,Mangaldan,88818
Mandaue City,Mandaue City,331320
Mandaluyong City,Mandaluyong City,305576
Mankayan,Mankayan,15886
Manay,Manay,20336
Manapla,Manapla,34312
Manaoag,Manaoag,59115
Mamburao,Mamburao,23892
Mamatid,Mamatid,40271
Malvar,Malvar,29880
Maluso,Maluso,31374
MaluÌ±gun,Malungun,52248
Malolos,Malolos,198748
Malita,Malita,41114
Malilipot,Malilipot,33593
Malaybalay,Malaybalay,61524
Malapatan,Malapatan,19439
Malanday,Malanday,21901
Malabanban Norte,Malabanban Norte,19471
Makati City,Makati City,510383
Mahayag,Mahayag,17144
Magsaysay,Magsaysay,16592
Magarao,Magarao,15205
Maganoy,Maganoy,17394
Magalang,Magalang,68988
Mabalacat City,Mabalacat City,188050
Maasin,Maasin,18313
Maao,Maao,25837
Lupon,Lupon,27247
Lumbang,Lumbang,30269
Lucena,Lucena,228758
Lucban,Lucban,30992
Lubao,Lubao,55645
Los BaÌ±os,Los Banos,95750
Lopez,Lopez,25752
Loma de Gato,Loma de Gato,21990
Loboc,Loboc,16312
Lipa City,Lipa City,212287
Lingayen,Lingayen,56580
Limay,Limay,52824
Liloan,Liloan,49198
Lilio,Lilio,15246
Libon,Libon,68846
Libertad,Libertad,250353
Legaspi,Legaspi,179481
Laur,Laur,19206
La Trinidad,La Trinidad,41258
Lapu-Lapu City,Lapu-Lapu City,350467
La Paz,La Paz,25801
Laoang,Laoang,16725
Laoag,Laoag,102105
Lala,Lala,61845
Laguilayan,Laguilayan,17764
La Castellana,La Castellana,24407
La Carlota,La Carlota,41157
Labo,Labo,18105
Koronadal,Koronadal,125502
Kidapawan,Kidapawan,79652
Kawit,Kawit,73210
Kalibo (poblacion),Kalibo (poblacion),56845
Kabankalan,Kabankalan,136483
Kabacan,Kabacan,31769
Jose PaÌ±ganiban,Jose Panganiban,21236
Jolo,Jolo,101002
Jasaan,Jasaan,16435
Jalajala,Jalajala,16400
Jagna,Jagna,32566
Jaen,Jaen,39700
Itogon,Itogon,28407
Isulan,Isulan,31717
Isabela,Isabela,15897
City of Isabela,City of Isabela,67336
Irosin,Irosin,20716
Iriga City,Iriga City,94846
Ipil,Ipil,19195
Indang,Indang,41159
Imus,Imus,216099
Iloilo,Iloilo,387681
Iligan City,Iligan City,312323
Ilagan,Ilagan,72363
Iba,Iba,26935
Hinigaran,Hinigaran,39636
Himamaylan,Himamaylan,25089
Hermosa,Hermosa,33714
Hagonoy,Hagonoy,123531
Guyong,Guyong,155391
Gumaca,Gumaca,22496
Guiset East,Guiset East,21994
Guimba,Guimba,32306
GuihulÌ±gan,Guihulngan,22931
Guiguinto,Guiguinto,76613
Goa,Goa,20936
Glan,Glan,24256
Gerona,Gerona,40914
General Trias,General Trias,96022
General Tinio,General Tinio,32875
General Santos,General Santos,679588
General Mamerto Natividad,General Mamerto Natividad,18393
Gapan,Gapan,79064
Escalante,Escalante,39177
Saravia,Saravia,19060
Dumaguete,Dumaguete,113541
Don Carlos,Don Carlos,20468
Domalanoan,Domalanoan,15108
Dologon,Dologon,15128
Dipolog,Dipolog,93549
Dinalupihan,Dinalupihan,66670
Digos,Digos,116122
Diadi,Diadi,15567
Del Pilar,Del Pilar,37329
Davao,Davao,1212504
DasmariÌ±as,Dasmarinas,441876
Dapitan,Dapitan,50514
Danao,Danao,70270
Danao,Danao,17716
Dagupan,Dagupan,171271
Daet,Daet,78142
Cuenca,Cuenca,21558
Cotabato,Cotabato,179433
Cordova,Cordova,29289
Consolacion,Consolacion,48638
Concepcion,Concepcion,64402
